acc_rate,track,m,n,current_pitch,current_roll,absoluate_roll,climb_delta,roll_rate_delta,climb_delta_diff,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time1_delta,time2_delta,time3_delta,time4_delta,time5_delta,time6_delta,time7_delta,time8_delta,time9_delta,time10_delta,time11_delta,time12_delta,time13_delta,time14_delta,omega,set,target
205.0,-34.0,1.0408107741923882,0.05,0.34,0.5,-9.0,-4.0,0.003,0.0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,0.7
388.0,-37.0,1.0408107741923882,0.26,0.27,-0.9,-19.0,-23.0,0.027,0.8,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.044,0.022,0.022,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.022,1.2
201.0,-14.0,0.8187307530779818,0.02,0.55,-1.5,-9.0,2.0,0.013,-0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.054,0.027,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.2231435513142097,0.027,0.5
-168.0,-17.0,1.2840254166877414,-0.05,0.64,1.3,-11.0,11.0,-0.005,0.0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,1.0
311.0,21.0,0.7710515858035663,0.18,0.27,1.1,-18.0,-6.0,-0.01,0.1,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.02,1.4
39.0,-42.0,1.0,-0.08,0.41,-1.3,-7.0,10.0,0.0069999999999999,-0.1,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.03,0.015,0.015,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.916290731874155,0.015,0.5
-334.0,-30.0,1.5372575235482815,-0.12,0.82,0.3,-10.0,-8.0,-0.004,2.9,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.017,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,1.2
-132.0,16.0,1.3099644507332473,0.08,0.71,0.3,-7.0,-9.0,-0.005,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.042,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.021,0.8
-381.0,-7.0,1.1853048513203654,-0.09,0.87,-0.6,-8.0,-15.0,0.009,3.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,0.5
101.0,-59.0,1.1735108709918105,-0.05,0.39,-1.7,-9.0,7.0,0.021,0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,0.7
-351.0,-10.0,1.1051709180756475,0.0,0.86,-0.3,-10.0,0.0,0.018,1.6,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.038,0.019,0.019,0.019,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,1.0
-15.0,-28.0,1.1051709180756475,0.13,0.6,-0.2,-14.0,-5.0,-0.022,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.042,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.021,0.7
-39.0,-7.0,1.010050167084168,0.21,0.64,2.6,-13.0,-15.0,-0.047,-0.4,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0.044,0.022,0.022,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.022,0.9
-198.0,-48.0,0.5379444375946745,-0.03,0.66,0.8,-5.0,3.0,-0.012,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,-0.001,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,0.4
-249.0,1.0,1.1051709180756475,0.15,0.81,1.3,-11.0,-12.0,-0.021,-0.2,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.042,0.021,0.021,0.021,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.021,1.2
-446.0,27.0,1.2969300866657718,0.22,0.99,1.8,-6.0,-27.0,-0.013,0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.042,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.021,0.8
-16.0,-24.0,1.0832870676749586,0.0,0.5,0.5,-9.0,4.0,-0.002,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,0.8
-168.0,8.0,0.6838614092123558,-0.02,0.69,0.6,-5.0,-7.0,0.002,0.6,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.4
250.0,3.0,1.3909681284637805,-0.12,0.22,-0.6,-8.0,15.0,0.011,-0.1,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.015,0.03,0.015,0.015,0.015,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,9.0,0.0,0.0,-10.0,-0.916290731874155,0.015,0.5
249.0,-34.0,1.632316219955379,0.26,0.64,2.3,-16.0,-12.0,-0.0279999999999999,-0.6,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.066,0.033,0.033,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.1053605156578262,0.033,2.2
-154.0,-6.0,1.1162780704588713,0.03,0.66,-0.6,-7.0,-3.0,0.006,0.0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.036,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.8
-255.0,-4.0,0.7408182206817179,0.06,0.75,0.6,-12.0,4.0,-0.013,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,0.9
-243.0,2.0,1.0832870676749586,-0.15,1.26,-0.8,-10.0,-7.0,0.016,3.3,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.066,0.033,0.033,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,0.0,0.033,0.8
-103.0,-14.0,0.6770568744981647,0.05,0.77,1.4,-7.0,-4.0,-0.0139999999999999,-0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.048,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.3566749439387324,0.024,0.6
-210.0,14.0,0.8521437889662113,-0.02,0.67,-0.6,-7.0,4.0,0.001,-0.3,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.032,0.016,0.016,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,-0.002,-10.0,-0.6931471805599453,0.017,0.5
-127.0,-16.0,1.2969300866657718,0.04,0.62,1.3,-9.0,0.0,-0.012,0.3,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,-0.002,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.7
-214.0,-1.0,1.3909681284637805,-0.04,0.73,-0.8,-12.0,-8.0,0.0069999999999999,1.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.018,0.8
114.0,-43.0,0.9323938199059484,0.1,0.61,0.8,-12.0,-6.0,-0.013,0.0,0.025,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.052,0.026,0.026,0.026,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.3566749439387324,0.026,1.1
390.0,-16.0,1.161834242728283,0.12,0.19,-0.2,-13.0,-5.0,-0.021,-1.2,0.021,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,0.8
13.0,-25.0,1.4918246976412703,0.11,0.63,-0.5,-11.0,-9.0,0.009,0.7,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0.046,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.023,1.1
72.0,-24.0,1.3498588075760032,0.08,0.46,0.5,-13.0,-3.0,-0.011,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,1.2
167.0,14.0,0.9231163463866358,0.25,1.1,-1.1,-14.0,-12.0,0.01,-0.2,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.094,0.047,0.047,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,0.262364264467491,0.047,1.8
86.0,13.0,1.0618365465453596,0.01,0.44,0.6,-9.0,2.0,-0.012,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.9
-82.0,59.0,0.7046880897187134,0.08,0.6,-0.9,-9.0,-6.0,0.006,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,0.5
17.0,-39.0,0.9801986733067553,0.14,0.52,-2.8,-21.0,15.0,0.042,-1.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.999,0.0,-0.001,-10.0,-0.6931471805599453,0.02,0.8
-42.0,23.0,0.631283645506926,0.01,0.57,0.2,-8.0,2.0,-0.002,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,0.6
366.0,-28.0,1.5372575235482815,0.31,0.26,1.8,-9.0,-13.0,-0.022,-1.9,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.046,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.023,0.7
-433.0,-75.0,0.6770568744981647,-0.07,0.89,1.0,-9.0,6.0,-0.022,1.9,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.018,0.036,0.018,0.018,0.018,0.0,0.0,-0.001,0.0,-0.001,0.0,0.0002,0.0,-0.001,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.5
311.0,-33.0,0.9048374180359596,0.05,0.24,0.2,-19.0,10.0,-0.015,0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,1.4
-156.0,-54.0,1.5999941932173602,0.09,1.0,-0.2,-13.0,-1.0,0.0139999999999999,-0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.0279999999999999,0.0279999999999999,0.03,0.06,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004,0.0,-0.002,0.0,9.0,0.0,0.0,-10.0,-0.2231435513142097,0.03,1.4
23.0,-17.0,0.8780954309205613,-0.03,0.46,0.6,-5.0,4.0,-0.0069999999999999,-0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.032,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.999,0.0,0.0,-10.0,-0.6931471805599453,0.017,0.4
327.0,-67.0,1.934792334402032,-0.02,0.18,0.2,-16.0,16.0,0.013,-0.3,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.018,0.018,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.998,0.0,0.001,-10.0,-0.6931471805599453,0.017,1.5
201.0,-10.0,1.1388283833246218,0.25,0.53,-0.7,-16.0,-7.0,0.009,-2.0,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.052,0.026,0.026,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.3566749439387324,0.026,1.2
-168.0,54.0,0.7633794943368531,0.13,0.73,0.7,-5.0,-14.0,-0.005,0.0,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.042,0.021,0.021,0.021,-0.001,0.0,0.0,0.0,0.0,0.0,-0.0004,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.021,0.4
87.0,-24.0,1.4477346146633243,0.06,0.75,-0.8,-11.0,-2.0,0.001,-0.2,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.1053605156578262,0.03,1.0
-64.0,-8.0,0.9801986733067553,0.09,0.58,-1.5,-8.0,-7.0,0.005,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.6
101.0,-2.0,0.7557837414557255,-0.04,0.38,-1.3,-8.0,5.0,0.011,-0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.032,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.016,0.5
-493.0,-23.0,0.6570468198150567,0.06,1.02,0.8,-10.0,-10.0,-0.019,0.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,-0.002,-10.0,-0.5108256237659907,0.02,1.0
-84.0,23.0,0.8780954309205613,0.04,0.58,0.2,-8.0,-3.0,-0.005,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.6
159.0,3.0,0.7557837414557255,0.04,0.38,0.6,-5.0,-4.0,-0.004,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.4
-357.0,-39.0,1.2092495976572517,-0.01,1.58,-0.6,-18.0,3.0,0.0139999999999999,2.0,0.0409999999999999,0.0409999999999999,0.0409999999999999,0.0409999999999999,0.0409999999999999,0.0409999999999999,0.0409999999999999,0.0409999999999999,0.0409999999999999,0.0409999999999999,0.0819999999999999,0.0409999999999999,0.0409999999999999,0.0409999999999999,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,0.1823215567939546,0.0409999999999999,1.9
67.0,8.0,1.22140275816017,0.16,0.52,-0.6,-10.0,-15.0,0.002,0.0,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.042,0.021,0.021,0.021,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.021,0.7
-2.0,-14.0,0.7788007830714049,-0.04,0.61,0.7,-13.0,10.0,0.012,0.2,0.024,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.042,0.021,0.021,0.021,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.021,0.9
-80.0,0.0,1.0725081812542163,0.19,0.64,-0.8,-8.0,-20.0,0.0069999999999999,0.1,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.02,0.4
2.0,24.0,1.4477346146633243,0.17,0.53,-0.9,-11.0,7.0,0.011,-3.7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.02,0.8
-245.0,-7.0,0.8187307530779818,0.12,0.88,1.0,-18.0,5.0,0.024,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.048,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,-0.001,-10.0,-0.3566749439387324,0.024,1.0
-43.0,8.0,1.2336780599567432,0.09,0.57,-0.7,-7.0,-10.0,0.008,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,0.7
229.0,-1.0,1.030454533953517,0.02,0.3,0.2,-10.0,2.0,-0.001,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.8
-111.0,-1.0,0.6907343306373547,0.13,0.7,-0.2,-14.0,-6.0,-0.0289999999999999,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.021,0.021,0.022,0.044,0.022,0.022,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,-0.001,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.022,1.2
-239.0,-14.0,0.9801986733067553,0.05,0.75,-1.4,-11.0,-1.0,0.004,0.0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,0.6
279.0,-34.0,1.4769807938826427,0.09,0.52,-1.6,-11.0,-4.0,0.018,-0.2,0.0279999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0579999999999999,0.0289999999999999,0.0289999999999999,0.0289999999999999,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.2231435513142097,0.0289999999999999,0.7
-316.0,-15.0,0.6376281516217733,0.07,0.79,0.7,-14.0,2.0,-0.0139999999999999,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018,0.9
418.0,-17.0,1.051271096376024,-0.03,0.24,-0.7,-14.0,10.0,0.021,-0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.046,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.3566749439387324,0.023,0.7
32.0,-10.0,0.8693582353988059,0.15,0.64,1.0,-6.0,-15.0,-0.003,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.048,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.3566749439387324,0.024,0.5
-106.0,-36.0,0.9704455335485082,-0.05,0.6,0.9,-7.0,6.0,0.001,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,0.6
320.0,11.0,0.7557837414557255,0.19,0.83,-0.7,-13.0,-9.0,0.01,-0.3,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.088,0.044,0.044,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,0.1823215567939546,0.044,1.1
77.0,1.0,0.8693582353988059,-0.05,0.41,-0.6,-14.0,14.0,-0.004,-0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.038,0.017,0.017,0.017,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,9.002,0.0,0.0,-10.0,-0.6931471805599453,0.017,0.8
231.0,11.0,1.1162780704588713,0.05,0.33,-1.7,-8.0,-7.0,0.012,0.8,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,0.6
151.0,14.0,0.6440364210831414,0.29,0.47,-2.0,-12.0,-27.0,0.01,-0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.044,0.022,0.022,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.999,0.0,0.0,-10.0,-0.5108256237659907,0.022,0.5
-111.0,-52.0,0.8607079764250578,-0.03,1.15,0.7,-17.0,13.0,-0.016,0.5,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.072,0.036,0.036,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,0.0,0.036,1.6
-307.0,11.0,0.7189237334319262,-0.1,0.74,-0.4,-8.0,12.0,0.001,-0.2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.032,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.016,0.4
-433.0,-15.0,0.990049833749168,0.05,0.94,0.3,-15.0,-3.0,-0.011,0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.019,0.9
-7.0,2.0,1.2092495976572517,0.14,0.57,0.7,-12.0,-10.0,-0.004,0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.042,0.021,0.021,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.02,1.1
130.0,-16.0,1.1502737988572274,-0.04,0.36,0.4,-9.0,7.0,0.001,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,0.9
-429.0,-30.0,0.7710515858035663,-0.05,0.86,-1.8,-12.0,6.0,0.008,1.7,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,0.6
